PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
jKHgznhp-Bb9s;38.0;23868.0;Hipotecada;0.0;u4RjkG4y-CX3R;Melhora do lar;B;7750.0;12.53;1.0;0.32;M5BNcJpA-bqqP;0.0;14
Fp7pcuUC-xk4F;27.0;240000.0;Hipotecada;1.0;dfLXIJUW-wSY4;Educativo;A;35000.0;7.9;0.0;0.15;cTXWlQJ8-HH4U;0.0;7
3TDGXQ8w-vX33;26.0;100000.0;Hipotecada;4.0;efB4RqJx-XgxW;Pagamento de débitos;B;25000.0;11.99;0.0;0.25;LZ1W7yiJ-2iSD;0.0;3
pLuFjLkR-OMPe;37.0;51000.0;Hipotecada;3.0;BdT2y5Rm-gciu;Pagamento de débitos;C;12800.0;12.84;0.0;0.25;01ChAajj-wgLb;0.0;12
hjF7siiJ-7y05;25.0;30000.0;Alugada;1.0;5kk32maF-nAQn;Educativo;C;5300.0;15.27;0.0;0.18;SXat62bH-mo3K;0.0;3
rGyv4BP4-zAH6;23.0;;Alugada;;b8ktnqJK-sgke;Pagamento de débitos;B;3300.0;6.17;1.0;0.17;IfuU77I3-8uF8;0.0;2
Za19MXCs-40Ny;23.0;40000.0;Hipotecada;7.0;eN5NAl3I-87on;Empreendimento;B;14000.0;;0.0;0.35;NzDqkkbE-eFyn;0.0;3
uwnI4PzW-oqTy;24.0;43000.0;Hipotecada;3.0;mXNLmokr-ukFA;Pessoal;A;11500.0;7.88;0.0;0.27;ruSNQYuS-BP7z;0.0;2
g7iLjBCb-9lvo;24.0;40000.0;Hipotecada;2.0;uytKyKqx-dt8H;Pagamento de débitos;A;3400.0;7.4;0.0;0.09;FqfeRiLM-Yo11;0.0;3
9x3PcCtv-EtPH;31.0;118000.0;Alugada;0.0;t4U8Dh8T-0Dot;Pessoal;D;2000.0;16.89;1.0;0.02;23RsXbh7-qoXz;0.0;8
c1jUWgiY-EH4K;33.0;75000.0;Alugada;4.0;6AoGIDrj-7v1U;Melhora do lar;A;10000.0;;0.0;0.13;bZMlg7QH-O10m;0.0;6
j0YaUnHb-MdQL;35.0;55596.0;Alugada;2.0;Y4pIknnY-X0qw;Educativo;B;10800.0;9.91;0.0;0.19;k9giPt8A-16dw;0.0;8
BGNlxJY4-vDcj;31.0;123000.0;Hipotecada;15.0;50yryxZH-MTdJ;Empreendimento;C;19000.0;13.47;0.0;0.15;siNM74EK-gCkJ;1.0;9
EMIDCnFa-2t4J;29.0;85500.0;Hipotecada;3.0;53yseiwJ-nXRB;Educativo;A;9500.0;;0.0;0.11;OXD3LUr3-UenI;0.0;9
ukrZdfYL-Ox1q;33.0;70116.0;Hipotecada;;LDGSZey4-coGB;Pessoal;B;5000.0;11.71;0.0;0.07;LHdj1YUj-vt4Z;0.0;6
CNAz2Ek3-IToe;22.0;22800.0;Alugada;;MxEMg7kr-a6Fu;Pessoal;B;9200.0;9.88;1.0;0.4;NB7Tp7vR-YcLJ;0.0;2
2HbgBqy4-YGWx;26.0;37500.0;Alugada;1.0;xRrHxkwi-i8mG;Pagamento de débitos;A;10000.0;8.94;0.0;0.27;w67eTPUc-0Jjg;0.0;3
QRvmlYKO-8oE5;21.0;50000.0;Alugada;4.0;9XrAWeAg-7GvY;Educativo;B;11000.0;10.0;0.0;0.22;umez7vxe-KbsU;0.0;3
RTrKPvi0-POaj;23.0;33000.0;Hipotecada;4.0;9v4Qgg4E-gtBc;Educativo;A;8000.0;7.49;0.0;0.24;jP9yOMaL-tjLs;0.0;3
7kvpju9K-YnDC;22.0;91234.0;Hipotecada;6.0;IekCKQ0k-T8lI;Pessoal;B;12000.0;11.83;0.0;0.13;b2lKm9ek-oatg;0.0;2
v96jZpgL-4PjO;27.0;34040.0;Alugada;3.0;cCC9lLId-nMON;Médico;B;5000.0;10.25;1.0;0.15;jQXP5THy-aTPS;0.0;10
3xSjpT2o-qzs1;27.0;37273.0;Alugada;4.0;idLsDgxv-CKhH;Pessoal;B;8500.0;10.0;0.0;0.23;tO1ocbbO-TNdK;0.0;10
Ji2WIMdW-ZwjA;31.0;82000.0;Hipotecada;15.0;CYuFDHp4-FNey;Pagamento de débitos;A;9000.0;5.42;0.0;0.11;MZSP0QhY-qlBF;0.0;10
h7vLdXH9-pWxo;21.0;33000.0;Hipotecada;5.0;hlnNmicO-22WA;Melhora do lar;C;2000.0;14.27;1.0;0.06;Ajtoc58N-bnF2;0.0;4
0nWADMbi-Khn8;23.0;180000.0;Hipotecada;8.0;2fiX2YQj-aa43;Pessoal;A;28000.0;7.51;0.0;0.16;qNED2DrS-HWfq;0.0;3
J79O7Mep-JMAW;24.0;60400.0;Própria;5.0;YtoyyDvc-aaDs;Empreendimento;A;5500.0;8.0;0.0;0.09;fgm6HW2S-SDCK;0.0;2
zm990pY3-k6lT;25.0;32000.0;Hipotecada;1.0;3e7HWdmp-WyG7;Melhora do lar;A;2500.0;7.68;1.0;0.08;N3Fyr7Zf-pzHv;0.0;3
HuokXrvk-3HaF;21.0;38000.0;Alugada;5.0;CQrFlj31-4n9N;Educativo;B;12000.0;10.37;1.0;0.32;6pmTQ7en-YRqS;0.0;4
X0Cyb9oy-9kw9;25.0;52000.0;Hipotecada;7.0;T9ZgdlZc-P7K9;Médico;A;6000.0;7.66;0.0;0.12;IsNIWWs8-Pyjt;0.0;2
I9ijv6CE-nQaz;28.0;13200.0;Alugada;0.0;3ikLv9t7-3vLn;Médico;B;3000.0;10.99;1.0;0.23;BZFopZGc-22r4;0.0;6
XTNKphuh-g02I;32.0;60000.0;Alugada;2.0;bO7MYTds-insQ;Pessoal;B;6000.0;11.36;0.0;0.1;DjEeiYIH-hdPj;0.0;8
1MuFqruJ-UggS;21.0;24000.0;Alugada;2.0;2G9WU3i4-opi2;Médico;D;4000.0;14.84;1.0;0.17;Lx0fockH-BSUX;1.0;2
BxlavJQA-2mJd;28.0;75000.0;Hipotecada;2.0;UE6bO7yM-XMhH;Pessoal;C;15000.0;14.65;0.0;0.2;IFgfDS9M-8j9l;1.0;7
LZcwOWUi-b8bv;22.0;22000.0;Própria;1.0;lsbTPpgp-18w4;Pagamento de débitos;D;8500.0;15.05;0.0;0.39;gqhEQhRm-dNdP;0.0;4
oCjwIN7d-bosm;36.0;60000.0;Alugada;0.0;6PuyNyBW-4ZII;Melhora do lar;C;10000.0;16.4;0.0;0.1;aDdnkKwo-t9uv;;4
vxXiGMUQ-JSk4;50.0;76500.0;Alugada;1.0;1bMKkHe9-eK13;Pessoal;B;20000.0;11.99;0.0;0.26;LRy2peoa-dzsf;0.0;17
UtlDBdpD-aBzU;21.0;88000.0;Hipotecada;1.0;M0HNQjnn-9UZr;Pessoal;D;25000.0;14.83;1.0;0.28;l1ATM5PX-zAmp;0.0;4
WocJQnAo-4E8L;25.0;80000.0;Alugada;5.0;1gkfkwqU-XxP9;Empreendimento;A;6000.0;8.0;0.0;0.07;aG6Eu9fl-gAQv;0.0;4
xzvwAKtt-wpA9;25.0;32400.0;Hipotecada;2.0;M2HHUKw8-p1P2;Pagamento de débitos;A;4800.0;7.29;0.0;0.15;GlGJylSS-rqvT;0.0;4
v8fMpWhK-rCAG;30.0;49000.0;Hipotecada;2.0;5zO89F6p-zg8H;Pessoal;C;16000.0;13.49;1.0;0.33;hZ9bPYFw-ykEd;0.0;7
8XM8tB8g-SfkQ;28.0;120000.0;Hipotecada;12.0;7QarOirR-pppg;Educativo;A;10000.0;5.42;0.0;0.08;vTQcZsXq-IRZM;0.0;6
IlUjcHmU-4cef;25.0;33000.0;Hipotecada;9.0;r84miKHc-vhHG;Médico;B;3000.0;11.99;0.0;0.09;USuPA7yf-Y0ws;0.0;2
EySQlGbP-KmYz;22.0;51420.0;Alugada;6.0;beHld7mJ-AFLJ;Pessoal;C;8400.0;11.97;0.0;0.16;7hsAR5cz-F5jt;1.0;3
KmACOkja-Y0Hs;27.0;40800.0;Hipotecada;6.0;5hDKQZJr-5PIQ;Melhora do lar;B;8000.0;12.69;0.0;0.2;tMiJi9zF-yUp3;0.0;6
vxliIPZ6-0e5j;24.0;61147.0;Hipotecada;5.0;UAKOmvTE-iZRB;Médico;A;17000.0;6.03;0.0;0.28;UOkBW4U3-4Adl;0.0;4
oGjWH1Ee-khf7;37.0;48000.0;Hipotecada;3.0;8YEi82Uq-vXlT;Melhora do lar;A;3500.0;7.88;0.0;0.07;PIceCj5Y-e8Dh;0.0;15
Pscu776C-HWvA;26.0;67983.0;Hipotecada;7.0;q9qfHxv2-GH4s;Médico;D;15000.0;16.49;1.0;0.19;Lm3k0nTs-l5Ec;0.0;3
F6MJ8JWf-6uYf;31.0;34000.0;Alugada;3.0;z6lMCCEq-FJ1N;Educativo;A;5000.0;5.42;0.0;0.15;3A9FXaGq-XmAv;0.0;7
elmwpc3Y-u9IF;23.0;36000.0;Própria;1.0;vjbAR46z-N7vW;Empreendimento;A;1800.0;6.54;0.0;0.05;FGU4R9hH-uFJ2;0.0;4
oaaInsr8-kCu6;41.0;35000.0;Hipotecada;13.0;hE2UDMfB-Iepp;Pessoal;B;1500.0;10.38;0.0;0.04;3x0Jbr4w-yswQ;0.0;16
GUpLYxKK-3kqd;27.0;15600.0;Alugada;11.0;Ep48DkBK-9PH3;Médico;B;2800.0;10.65;1.0;0.18;ne1aqdxi-DYc7;0.0;7
ljMvulGb-mqwG;45.0;68000.0;Alugada;13.0;8v4CCAju-qMQh;Pessoal;C;11200.0;;0.0;0.16;ie1bbHdj-LGPC;0.0;17
1TTRHazz-hBRj;22.0;38400.0;Hipotecada;;oYB7prDu-WvlH;Pessoal;A;1000.0;5.79;0.0;0.03;6YWNKpNK-DDpf;0.0;2
WYghgX6x-WjH8;21.0;47760.0;Hipotecada;2.0;UgUIRP0e-Aglc;Pessoal;A;15000.0;6.03;0.0;0.31;2oUPxKD1-sWEt;0.0;2
ro6JKhC4-sfnq;23.0;300000.0;Própria;1.0;oUXiv3O7-bePZ;Educativo;F;24250.0;19.41;0.0;0.08;qw5S5TAT-4cr7;1.0;2
Wep9qx6P-fAKE;24.0;44000.0;Alugada;0.0;G96wc0Gr-lgOq;Pessoal;A;2000.0;8.0;1.0;0.05;RTk9PTZH-2h38;0.0;4
2hhXZszT-lXsk;27.0;38000.0;Hipotecada;3.0;9ue8YMZx-e4OY;Empreendimento;B;4500.0;9.99;0.0;0.12;8wQWnUxk-2Pd1;0.0;7
GPkYmQ8k-cPec;29.0;92000.0;Hipotecada;2.0;gejsiIwl-bNOJ;Educativo;E;25000.0;19.42;0.0;0.27;6Ix5M8By-rlSJ;0.0;8
dOIcGt1K-5MC6;28.0;;Hipotecada;3.0;ZsGsrocy-qnEt;Pessoal;A;8400.0;;0.0;0.12;xrTWx8sB-yz5Q;0.0;3
S8IcUQSM-1zyz;23.0;33600.0;Alugada;3.0;6MyqOmf4-p6A3;Empreendimento;C;5000.0;13.49;0.0;0.15;ftOi6Wsj-82NP;1.0;4
Y1TKOATf-F00j;23.0;70560.0;Alugada;1.0;ebIjsLhh-1hL5;Médico;A;9600.0;7.9;0.0;0.14;93CuxDH9-cf4h;0.0;4
K7H8z0cD-3lxM;22.0;60000.0;Alugada;0.0;DRiadzXz-NOpm;Pagamento de débitos;A;13000.0;8.94;0.0;0.22;gOUw8onU-LKY2;0.0;2
MiOlRLlX-0IyW;23.0;120000.0;Alugada;7.0;zk6ZtWoW-5qCH;Pessoal;A;18400.0;8.9;0.0;0.15;KWD1DynS-9k0i;0.0;2
HzDusjmT-9COl;21.0;74880.0;Hipotecada;5.0;6SyaLRR5-GqWI;Pessoal;A;8500.0;7.14;0.0;0.11;5PlDE0QX-lUEx;0.0;2
xSG3LqU2-iPCM;33.0;66000.0;Própria;16.0;0rpDbJUK-xrnm;Melhora do lar;A;3500.0;;0.0;0.05;NxvIttgP-lkh6;0.0;5
cTkExGK9-PHIN;24.0;50793.0;Alugada;6.0;l18jkcCh-GJGB;Pessoal;A;5000.0;6.62;0.0;0.1;TBi43kLe-Z9TD;0.0;4
sbnxnmkP-ptTu;28.0;54996.0;Alugada;8.0;QH4TYjUC-2u5I;Pessoal;D;15000.0;14.09;0.0;0.27;OheqqZEl-3RUw;1.0;9
ldxhlWLF-Sawh;37.0;88000.0;Hipotecada;21.0;iC8GnKDC-xTff;Empreendimento;A;12000.0;7.51;0.0;0.14;exuCLteg-Nntn;0.0;17
cvTokFxp-wbb0;25.0;48902.0;Hipotecada;9.0;otBN07Om-Stvk;Pessoal;C;6000.0;15.23;1.0;0.12;1IPoYMiw-4Yba;1.0;3
xLOkmhed-73Qi;30.0;50000.0;Alugada;0.0;BKicOcwG-iBuP;Melhora do lar;B;10000.0;10.36;0.0;0.2;DbwTcm7J-ugsP;0.0;7
F9mwvfxx-KGnu;28.0;43000.0;Alugada;5.0;w14CE3XF-PQL7;Médico;B;6000.0;10.39;0.0;0.14;AZrQK7T5-bBk8;0.0;5
sIJcmQkW-v1iK;26.0;57800.0;Hipotecada;0.0;JIFejDKr-ivtp;Médico;D;15000.0;;1.0;0.22;jP9m79qX-AcYO;1.0;3
QBkOUwyj-l4Qu;44.0;50000.0;Hipotecada;8.0;YJ84R8Cn-eRm4;Pagamento de débitos;B;6000.0;11.99;0.0;0.12;f6FaYQzK-GvgZ;0.0;17
g1Q1alqH-HbN3;28.0;150000.0;Hipotecada;12.0;3lGLiuAr-Mc3D;Melhora do lar;B;15000.0;11.89;0.0;0.1;27B4FbwF-USnm;0.0;9
us8hsCPo-iBu2;22.0;;Hipotecada;0.0;sxWw2ft1-hxIU;Pagamento de débitos;A;;7.66;0.0;0.21;p1y8WRQd-aTwM;0.0;6
0uXO66yB-Gomr;25.0;71000.0;Alugada;5.0;eryPqdgi-EZFo;Melhora do lar;A;9600.0;5.79;0.0;0.14;jhyIUsN8-4sxu;0.0;4
8r3Iq8Ij-QXhf;29.0;60000.0;Alugada;1.0;NFI3Mr6I-Qchn;Melhora do lar;C;9600.0;11.66;0.0;0.16;gdJzQ1e3-FQ4F;1.0;6
tfakye9W-q51R;23.0;36000.0;Alugada;2.0;iA51LLg0-9DUm;Empreendimento;C;17500.0;14.22;1.0;0.49;hYaWZk0d-TzQ8;0.0;4
3kvpFmoz-xvfQ;37.0;39000.0;Alugada;5.0;eoDIutOp-Bray;Pessoal;B;15000.0;10.96;1.0;0.38;a8O25Bz4-jlcb;0.0;12
OfC3NGju-Pmhz;32.0;54000.0;Hipotecada;9.0;dTgbTDTo-D0do;Empreendimento;C;13000.0;12.53;0.0;0.24;J3q3peOL-RH4n;0.0;10
3YzR4E1b-7yeP;24.0;192000.0;Alugada;0.0;PxArrbjS-HzAC;Médico;C;22000.0;;0.0;0.11;kHCZhLhf-rxhA;1.0;2
x46ll3OU-gq9L;30.0;78111.0;Hipotecada;5.0;Fi3Bs177-oz5J;Pessoal;A;25000.0;7.51;1.0;0.32;uBJD6BiU-m7yr;0.0;7
z5DpdD3q-1XcI;25.0;135000.0;Hipotecada;0.0;cljcfaWn-dRtx;Empreendimento;D;16000.0;;0.0;0.12;Z3s3Cgva-BhuD;1.0;3
zo5ZQvq5-4K2i;35.0;140000.0;Hipotecada;3.0;jYTmuTGw-E2Qd;Médico;B;25000.0;12.21;0.0;0.18;8zByER8q-J02A;0.0;10
v5M2XX2E-CfH5;24.0;47000.0;Alugada;8.0;FFgezYv9-qLjp;Empreendimento;E;15000.0;18.64;1.0;0.32;8q0TZjeh-Stal;0.0;4
XLPL5gEw-B4e2;33.0;80000.0;Alugada;4.0;qpdsj9WO-Yh39;Educativo;A;7500.0;5.42;0.0;0.09;KU2DNUXL-GOWI;0.0;10
QoCsiCJa-nKtJ;24.0;40000.0;Própria;6.0;INHdLpzF-JTEL;Educativo;A;2800.0;8.49;0.0;0.07;COhCEBUJ-gyhu;0.0;4
ygIyTEU0-iXWq;29.0;66901.0;Hipotecada;13.0;uLP5Z0UR-l0eP;Médico;C;9475.0;;0.0;0.14;ta0QyPKx-mfFG;0.0;10
62GDHRtA-2m5n;31.0;32000.0;Própria;10.0;2ElAbPOL-4X9p;Empreendimento;B;12375.0;9.91;0.0;0.39;w6BJBdXs-wpzg;0.0;7
itZpnPUf-Itbd;35.0;36000.0;Alugada;3.0;YkUkbUhi-vrcD;Pagamento de débitos;A;5000.0;7.51;0.0;0.14;FyXJleJn-1a8F;0.0;5
Ls46j7AQ-z1Gl;27.0;50000.0;Alugada;0.0;jbl9GfKP-6TmI;Empreendimento;B;2000.0;10.99;0.0;0.04;q6deeXDJ-ytXb;0.0;5
oWaLoETW-bIGt;25.0;51996.0;Hipotecada;6.0;bWYnhoef-XrmC;Empreendimento;C;7000.0;;0.0;0.13;hwSloXEo-c3sz;0.0;3
FzZuswJF-8pz9;22.0;42996.0;Alugada;3.0;66hiIHA2-83yg;Pessoal;C;4800.0;11.03;0.0;0.11;TZXMnuxu-peGs;0.0;4
hh3pMdX7-zf5g;23.0;46000.0;Alugada;6.0;rDoEpt19-pWgc;Pessoal;B;18250.0;10.75;1.0;0.4;vulOrxtu-TIbj;0.0;2
88uzEgrI-t3t1;37.0;74000.0;Alugada;0.0;EdnHMnQL-OtL6;Educativo;D;8000.0;16.89;1.0;0.11;uLX32OZY-8MYn;0.0;15
q1eIpw89-vNYs;38.0;36000.0;Hipotecada;3.0;7DmO6uko-2S0w;Pagamento de débitos;C;6000.0;13.99;0.0;0.17;1OyXtKt3-BcyU;0.0;16
EtRzLJZF-ZKn5;34.0;39672.0;Alugada;18.0;OmPyDWlk-kEhq;Educativo;C;16750.0;13.98;1.0;0.42;LZ1Qoirf-iF6J;0.0;9
mhnvl5ty-4PAF;28.0;112000.0;Alugada;1.0;JztkeNOc-55YE;Melhora do lar;B;6000.0;12.69;0.0;0.05;b3IOusLt-G6K6;0.0;10
SsSxt5PF-bvJg;22.0;46000.0;Alugada;6.0;xMRarr5N-YGBf;Educativo;A;14000.0;8.49;0.0;0.3;l7RSUa9P-W4Nt;0.0;4
OsCrTzoT-z3ev;22.0;55000.0;Alugada;7.0;DkUp6ASo-NvhY;Educativo;B;6000.0;9.25;0.0;0.11;3LAN168F-KNh5;0.0;3
OhAsP6Kl-OTC8;25.0;73000.0;Hipotecada;0.0;6NXiOGpt-ghMH;Empreendimento;A;6500.0;6.03;0.0;0.09;JrzIozmQ-pRDw;0.0;3
d5SPTwYU-RKlC;31.0;85000.0;Alugada;3.0;87kktMYb-2Xye;Empreendimento;B;7500.0;10.08;0.0;0.09;M5fAeEgz-tcw9;0.0;5
mTKkjcgm-YhsE;24.0;135000.0;Hipotecada;3.0;SB6O7rlo-F7hi;Empreendimento;B;21000.0;10.38;0.0;0.16;3q4RdH0L-ZKzE;0.0;4
8k9zw7QH-EbXj;29.0;190000.0;Hipotecada;5.0;2jI6d4BS-IAsm;Pessoal;A;4000.0;6.62;0.0;0.02;YWj3XuyG-I06d;0.0;5
qRvirfW0-bScS;23.0;80000.0;Hipotecada;3.0;UdubIS9p-Dnmj;Empreendimento;A;5500.0;5.42;0.0;0.07;d51knEmA-CdZT;0.0;2
x9vYMCAL-AbmG;25.0;58000.0;Hipotecada;8.0;rtpZy07T-nZ2r;Melhora do lar;C;17500.0;13.11;0.0;0.3;ai6OoC8n-aPpu;1.0;4
Jg01z0hZ-X7Ha;23.0;45000.0;Hipotecada;1.0;SBnDr8Qr-pTO2;Educativo;B;8000.0;10.51;0.0;0.18;v0f5UMbv-iN57;0.0;4
nb6ZPtJ6-E48o;22.0;32352.0;Hipotecada;6.0;x8Y7F7GJ-Z9Lc;Melhora do lar;C;1000.0;15.27;1.0;0.03;5szCyB5y-KcHy;1.0;2
fPyzrS4d-FYXD;26.0;26000.0;;0.0;iwCnyb8c-9Qyv;Pagamento de débitos;;10000.0;;1.0;0.09;Cr43dHUR-jswq;0.0;3
Xpmci8Ee-2ns4;45.0;36000.0;Alugada;1.0;4F3H4lT6-oC5H;Empreendimento;C;4300.0;10.91;0.0;0.12;F08iDwHN-TNv5;1.0;17
uL8C0YhS-RLij;28.0;49000.0;Alugada;12.0;RcnLo48y-sSKe;Melhora do lar;C;4500.0;14.27;1.0;0.09;C6X6vXRr-JvXR;0.0;10
ODmT5cCg-3i3m;22.0;41820.0;Hipotecada;4.0;zdQF4Qr6-15Sf;Pessoal;A;2500.0;6.91;0.0;0.06;3MBpykGo-dnEO;0.0;3
4Nm7dFRv-3wRW;48.0;83500.0;Alugada;7.0;7sPYP30X-qhuG;Educativo;A;10200.0;5.79;0.0;0.12;fLbRhfG2-ek0C;0.0;14
lFy8UpQh-EC1D;27.0;18576.0;Alugada;4.0;vEwyGvOr-0kTO;Médico;B;1400.0;9.99;0.0;0.08;o8lmoDLK-z0FL;0.0;6
p9vLoXaY-yt2y;29.0;117000.0;Alugada;6.0;KJraa5Az-nyfy;Pessoal;B;21000.0;10.65;0.0;0.18;NKXOU1Mt-Y2jr;0.0;9
zqKUuaH9-WBUo;23.0;100000.0;Hipotecada;7.0;NqYCfDIB-savZ;Pessoal;D;35000.0;16.77;0.0;0.35;GJ8ycxSi-pIhw;0.0;3
WGpFW3DA-R3r1;22.0;44720.0;Hipotecada;6.0;OWHeYf44-NUMf;Pessoal;A;6000.0;7.9;0.0;0.13;JcP5duD1-L1Ku;0.0;2
7zsfDgvk-oyen;24.0;48000.0;Alugada;5.0;dLUWDkOn-Fq61;Pessoal;A;18000.0;6.54;1.0;0.38;pUeTEzSi-0h4R;0.0;2
jfxvRAlH-hIXp;28.0;51000.0;Alugada;13.0;hm97xbh2-3X7O;Empreendimento;D;7500.0;16.49;0.0;0.15;cJpdXpQ1-zUev;1.0;7
4ndb8nxB-tD8f;23.0;67000.0;Hipotecada;1.0;qMfbMn4P-tk1e;Educativo;E;16000.0;16.32;0.0;0.24;MXtmC0A2-GcxY;1.0;2
OqIY4TX4-7BA9;21.0;80400.0;Alugada;5.0;pSoDYeiM-5fuc;Empreendimento;A;14400.0;;0.0;0.18;XW9e3RxL-Fs48;0.0;4
Jd3d9mDD-ZFbM;31.0;33000.0;Alugada;1.0;kpqa8Ij4-9UME;Médico;D;9750.0;14.54;1.0;0.3;AE8Wt0DH-f6XP;1.0;9
O7UPJYab-lbLT;26.0;21600.0;Própria;5.0;sfdO5vwQ-0FXa;Educativo;B;5200.0;12.42;0.0;0.24;rllXAkTQ-OMpC;0.0;3
bZ1fdyMM-vlr8;25.0;78200.0;Alugada;9.0;YywqJ7zH-vIwm;Médico;E;12000.0;16.4;1.0;0.13;uDzzbcuu-GSPC;0.0;4
iBpo9uH4-h5fp;25.0;42000.0;Hipotecada;2.0;uumiaZw9-Jn7v;Pessoal;A;6000.0;8.94;0.0;0.14;lu76G6NF-27QS;0.0;2
vAa2FKSy-G3rr;26.0;30000.0;Alugada;0.0;3rBB9zI7-FvtD;Pagamento de débitos;D;6000.0;;1.0;0.2;5Bw7Rqwc-Jxzu;1.0;2
bg5hbsJW-Ebj4;32.0;46700.0;Hipotecada;16.0;T2iO8QBl-L0iG;Melhora do lar;A;11325.0;7.51;0.0;0.24;e2i42wZj-kcaO;0.0;10
SbCAcvFE-yiY2;27.0;33000.0;Hipotecada;7.0;BLMwEwOt-xEDa;Empreendimento;B;4800.0;10.65;0.0;0.15;Ahm5i086-rBH6;0.0;10
ayWJfd0W-QnEZ;29.0;89520.0;Própria;13.0;3drgGg1s-Yqhy;Médico;C;8000.0;13.23;0.0;0.09;H5kh4goX-cw3x;0.0;10
O9uSgmot-JQFJ;28.0;56000.0;Alugada;7.0;ClLHp4OM-PCzD;Educativo;F;20000.0;18.25;1.0;0.36;30I4sJiL-ZKHT;0.0;6
UeXit1LC-ZwGQ;24.0;40000.0;Hipotecada;5.0;6qdp3hYi-vSOu;Pagamento de débitos;B;3000.0;11.99;0.0;0.07;0lFvCEFC-KpLh;0.0;4
T6G4Kg7M-Gp7r;29.0;;Alugada;4.0;Z6JiPLXz-GsTl;Pagamento de débitos;B;8450.0;5.99;;0.28;7cmjgL3S-lZAf;0.0;16
2mljEXiA-2x63;26.0;75000.0;Hipotecada;10.0;sB454UMl-qCt3;Pessoal;C;10000.0;13.49;0.0;0.13;glaRJiIB-x0N5;0.0;4
ZuGmAK1c-oHWs;29.0;54996.0;Alugada;8.0;YaYZRAyk-OwQG;Médico;A;9300.0;9.32;0.0;0.17;28Dxjlkm-Ae9x;0.0;7
Nj2BrsCo-mCSy;29.0;48000.0;Hipotecada;5.0;r48aZSbT-o5o9;Educativo;C;10000.0;12.73;0.0;0.21;iCNtP2S5-xRXR;1.0;7
6JmMjiJr-2AJF;25.0;61200.0;Hipotecada;10.0;ID6lW4Gq-C2Q4;Médico;A;5200.0;5.42;0.0;0.08;kwQFEvhl-WeGm;0.0;4
z4LxnjuY-18Qb;24.0;40800.0;Alugada;6.0;P1QtqIpo-vzXp;Médico;B;17500.0;10.62;1.0;0.43;WXILccrT-JR3G;0.0;4
fTHO28fS-tBEE;22.0;65000.0;Hipotecada;2.0;Lq2ipAXO-ndAG;Pessoal;C;13000.0;14.35;0.0;0.2;J58kDHT6-vrLq;1.0;4
ICdOFbrx-a1wf;23.0;54000.0;Alugada;5.0;Eq2T2rYt-81e2;Melhora do lar;A;4500.0;8.49;1.0;0.08;zpWsDU91-8mgv;0.0;2
BTr9sFAv-I0Tt;24.0;30000.0;Alugada;0.0;5dtz3zsF-Qtou;Educativo;B;5000.0;11.14;0.0;0.17;awhGWyBu-KJSE;0.0;2
NGlR49by-fbA2;25.0;80000.0;Hipotecada;9.0;a9rdQ4pk-0Hg8;Melhora do lar;B;12000.0;10.0;0.0;0.15;izL034rP-0zS8;0.0;4
CpfomguE-xvh7;24.0;24000.0;Hipotecada;3.0;HN94WHcp-tEbz;Médico;A;8000.0;5.99;0.0;0.33;SiHa0zJv-c8MS;0.0;4
nhp6Ecw7-1n6y;28.0;200000.0;Hipotecada;2.0;xSfz0G2B-i1TH;Médico;A;15000.0;8.9;0.0;0.07;9K96qxde-NZ9i;0.0;10
LlcsZM0v-F9lS;25.0;47000.0;Alugada;6.0;UrpafZd0-7KwL;Empreendimento;B;6000.0;11.71;0.0;0.13;BgBUg2C5-amA2;0.0;2
8hKKmJOj-s9xi;24.0;85000.0;Alugada;0.0;tci1axHy-U2A2;Melhora do lar;C;8000.0;13.06;0.0;0.09;sZFhstB1-1Yei;1.0;2
RE7g31XJ-5vCI;25.0;52160.0;Hipotecada;5.0;wvRLaAsM-QMiu;Melhora do lar;B;1750.0;11.89;0.0;0.03;aK3DcsvI-KCrb;0.0;2
MQJOyyky-oJac;23.0;46113.0;Hipotecada;4.0;XKkzTMTb-mDnr;Pessoal;D;9000.0;15.99;0.0;0.2;2Z1zAfqK-qzCq;1.0;4
M5TILYAs-F9oa;25.0;35400.0;Alugada;2.0;rgGcjZWP-7kMf;;A;;;0.0;0.07;TYS88FlU-fTBa;0.0;6
sLaBgYFl-6QWN;29.0;62000.0;Alugada;4.0;MomsWimU-ReyO;Pagamento de débitos;C;2300.0;13.43;1.0;0.04;A5Q8DeaL-MlSz;1.0;6
AqpvwTRY-XLa5;22.0;30000.0;Hipotecada;6.0;Feb8lHbr-E3Kg;Pagamento de débitos;B;3000.0;11.49;0.0;0.1;2AoLGEgM-E9gt;0.0;3
Bs7Yh3j6-WknZ;25.0;120000.0;Alugada;2.0;7ufZWHrw-Ehg3;Pessoal;A;15000.0;7.51;0.0;0.13;905ZKgxa-Ujtl;0.0;2
